"Clé de ticket","Résumé","Création","Durée(mn)"
"OBCS-7353","Retour sur appel Manqué - Explication Workflow","24/oct./24 18:49","3"
"OBCS-7354","Assistance impression BC","24/oct./24 18:50","3"
"OBCS-7355","Enregistrement écriture comptable - Spécifique","24/oct./24 18:52","6"
"OBCS-7356","Enregistrement écriture comptable - Spécifique","24/oct./24 18:53","3"
"OBCS-7446","Assistance Calcul salaire - Génération bulletin d'allocation congés","30/oct./24 20:10","6"
"OBCS-7447","Assistance Calcul salaire - Génération bulletin d'allocation congés","30/oct./24 20:10","1"
"OBCS-7448","Impossible de se connecter à mon compte","30/oct./24 20:11","1"
"OBCS-7449","Impossible de se connecter à mon compte","30/oct./24 20:12","1"
"OBCS-7450","Demande d'info Processus","30/oct./24 20:13","2"
"OBCS-7451","Confirmation disponibilité","30/oct./24 20:15","2"
"OBCS-7478","Revu processus de validation Bon de Commande","31/oct./24 17:51","2"
"OBCS-7509","Opération - BC / Visualisation de BC validé impossible","04/nov./24 13:47","1"
"OBCS-7578","Planification séance de travail","09/nov./24 10:09","1"
"OBCS-7579","Planification séance de travail","09/nov./24 10:09","1"
"OBCS-7580","Point etat de paramétrage compte CILAGRI","09/nov./24 10:10","2"
"OBCS-7581","Confirmation disponibilité","09/nov./24 10:11","1"
"OBCS-7582","Retour - Confirmation disponibilité","09/nov./24 10:12","1"
"OBCS-7583","Retour - Confirmation disponibilité","09/nov./24 10:12","1"
"OBCS-7584","Planification séance de travail Comptable","09/nov./24 10:14","1"
"OBCS-7585","Planification séance de travail Comptable","09/nov./24 10:15","2"
"OBCS-7586","Confirmation disponibilité - Planification séance de travail Comptable","09/nov./24 10:16","4"
"OBCS-7587","Confirmation disponibilité - Planification séance de travail Comptable","09/nov./24 10:16","2"
"OBCS-7588","Revu Calcul salaire - Organisation séance dse travail","09/nov./24 10:18","2"
"OBCS-7589","Assistance Fichier du personnel et contrat","09/nov./24 10:19","3"
"OBCS-7590","Retour Validation Workflow","09/nov./24 10:21","6"
"OBCS-7591","Demande d'info","09/nov./24 10:26","1"
"OBCS-7592","Recueil d'info - Ecorigine","09/nov./24 10:28","4"
"OBCS-7593","Planification séance de travail","09/nov./24 10:29","4"
"OBCS-7594","Réunion process AGRO - ECORIGINE","09/nov./24 10:31","21"
"OBCS-7595","Réunion process AGRO - ECORIGINE","09/nov./24 10:32","2"
"OBCS-7596","Réunion process AGRO - ECORIGINE","09/nov./24 10:32","2"
"OBCS-7597","Réunion process AGRO - ECORIGINE","09/nov./24 10:32","2"
"OBCS-7598","Prise RDV et planing Séance de travail","09/nov./24 10:34","3"
"OBCS-7599","Prise RDV et planning Séance de travail","09/nov./24 10:34","2"
"OBCS-7650","Suivi et assistance saisi comptable","14/nov./24 14:43","6"
"OBCS-7651","Planification Rendez-vous - Assistance / Services","14/nov./24 14:45","2"
"OBCS-7652","Processus d'enregistrement saisie manuelle","14/nov./24 14:46","4"
"OBCS-7653","Assistance Processus de calcul de paie","14/nov./24 14:48","7"
"OBCS-7726","Assistance paramétrages comptabilisation natures de prestation","20/nov./24 11:03","6"
"OBCS-7727","Assistance paramétrages comptabilisation natures de prestation","20/nov./24 11:03","14"
"OBCS-7728","Assistance Processus de calcul de paie","20/nov./24 11:17","2"
"OBCS-7729","Assistance Fichier du personnel","20/nov./24 11:18","1"
"OBCS-7730","Retour Call - assistance RH","20/nov./24 11:19","2"
"OBCS-7753","Retour sur intégration N° de poste comptable Tiers","22/nov./24 11:23","13"
"OBCS-7754","Demande d'information sur Compte tiers à importer","22/nov./24 11:27","4"
"OBCS-7809","Assistance sur Valeur CMU Part Patronal","22/nov./24 18:20","2"
"OBCS-7810","Assistance sur Valeur CMU Part Patronal","22/nov./24 18:20","5"
"OBCS-7811","Planification séance de travail","22/nov./24 18:22","2"
"OBCS-7812","Assistance sur écriture manuelle","22/nov./24 18:24","6"
"OBCS-7813","Assistance RH","22/nov./24 18:25","7"
"OBCS-7814","Planification séance de travail","22/nov./24 18:29","7"
"OBCS-7851","Finance/Compta générale/ Ecriture Manuelle - Message d'erreur lors de l'enregistrement d'une écriture comptable manuelle","25/nov./24 13:22","5"
"OBCS-7852","Confirmation séance de travail - Go Ecorigine","25/nov./24 13:24","1"
"OBCS-7879","Confirmation suppression de toutes les données Comptable","29/nov./24 15:26","1"
"OBCS-7880","Demande de suppression de toutes les données Comptable saisies","29/nov./24 15:31","3"
"OBCS-7881","Demande de point récapitulatif séance de Travail - RH","29/nov./24 15:34","6"
"OBCS-7882","Demande d'information sur l'intégration du budget et Plan de tréso","29/nov./24 15:34","6"
"OBCS-7883","Assistance Calcul de Paie","29/nov./24 15:36","20"
"OBCS-7884","Assistance Calcul de Paie","29/nov./24 15:36","7"
"OBCS-7885","Assistance Calcul de Paie","29/nov./24 15:37","6"
"OBCS-7886","Retour après vérification - Calcul de Paie","29/nov./24 15:38","1"
"OBCS-7887","Non affichage grand livre","29/nov./24 15:39","3"
"OBCS-7888","Relance bug sur livre comptable","29/nov./24 15:39","3"
"OBCS-7965","Facture ithos du mois de novembre en bleu, de figurant pas dans le grand livre ","06/déc./24 09:49","4"
"OBCS-7966","Facture ithos du mois de novembre en bleu, de figurant pas dans le grand livre ","06/déc./24 09:50","7"
"OBCS-7967","Impossible d'enregistrer ou d'exécuter des paiements des prestataires","06/déc./24 09:54","7"
"OBCS-8016","Deadline importation écritures manuelle","06/déc./24 18:21","3"
"OBCS-8019","Demande de suppression écriture manuelle","06/déc./24 18:23","2"
"OBCS-8020","Demande de suppression écriture manuelle","06/déc./24 18:23","4"
"OBCS-8022","Demande de suppression écriture manuelle","06/déc./24 18:24","4"
"OBCS-8023","Demande d'info - N° poste comptable Tiers & General","06/déc./24 18:25","3"
"OBCS-8024","Demande d'info - N° poste comptable Tiers & General","06/déc./24 18:25","2"
"OBCS-8025","Séance de travail Online","06/déc./24 18:26","13"
"OBCS-8027","Séance de travail Online - RH et Compta","06/déc./24 18:27","7"
"OBCS-8036","Echange sur la suite programme défini par DG Joelka","09/déc./24 14:56","11"
"OBCS-8037","Retour après recherche extraction données comptable","09/déc./24 15:08","8"
"OBCS-8038","Relance extraction données comptable sur SAP","09/déc./24 15:09","3"
"OBCS-8126","Impossible d'editer ou d'enregistrer un rglt","15/déc./24 09:41","5"
"OBCS-8127","Prise en compte d'un employé supprimé dans le calcul de paie","15/déc./24 09:44","5"
"OBCS-8128","demande d'état d'avancement sur intégration facturation Agro","15/déc./24 09:46","3"
"OBCS-8129","Recherche solution extraction journaux sur SAP","15/déc./24 09:48","2"
"OBCS-8130","Demande de disponibilité pour séance en présentiel","15/déc./24 09:50","3"
"OBCS-8131","Confirmation rendez-vous","15/déc./24 09:50","3"
"OBCS-8132","Demande de génération de bulletin des employés","15/déc./24 09:52","3"
"OBCS-8133","Demande modification salaire","15/déc./24 09:54","3"
"OBCS-8177","Informations suivantes incorrecte sur les bulletins","20/déc./24 16:56","2"
"OBCS-8178","Planification séance de travail","20/déc./24 16:57","3"
"OBCS-8179","Calcul salaire Mois décembre - Prise en compte gratif 100% brut Imposable","20/déc./24 17:00","7"
"OBCS-8180","Calcul salaire Mois décembre - Prise en compte gratif 100% brut Imposable","20/déc./24 17:00","2"
"OBCS-8181","Calcul salaire Mois décembre - Prise en compte gratif 100% brut Imposable","20/déc./24 17:02","2"
"OBCS-8182","Demande d'assistance pour calcul paie de Décembre","20/déc./24 17:04","2"
"OBCS-8183","Demande paramétrage variable Gratif -","20/déc./24 17:04","3"
"OBCS-8226","Rappel état d'avancement paramétrage et intégration facturation","26/déc./24 15:58","3"
"OBCS-8227","Point Sur état d'avancement intégration sur paie des journaliers","26/déc./24 16:01","2"
"OBCS-8263","Revue accès Année * Création calendrier 2025","02/janv./25 11:22","1"
"OBCS-8264","Enregistrement Opération de caisse - Confirmation résolution requête","02/janv./25 11:35","1"
"OBCS-8271","Suivi compte et utilisateur - Etat d'avancement formation des agents de l'intérieur","03/janv./25 12:42","3"
"OBCS-8272","Assistance Online Solde de Tout compte.","03/janv./25 12:44","8"
"OBCS-8273","Assistance Online Solde de Tous comptes","03/janv./25 12:45","5"
"OBCS-8320","Module RH/Document/ Solde de Tous compte - Impossible de générer un solde de tous compte","06/janv./25 15:30","2"
"OBCS-8391","Assistance enregistrement ordre de mission","11/janv./25 18:39","6"
"OBCS-8392","Vérification et correction bug que les ordre de mission enregistré et validé","11/janv./25 18:40","6"
"OBCS-8393","Planification séance de travail","11/janv./25 18:43","3"
"OBCS-8394","Assistance et Planification séance de travail","11/janv./25 18:44","18"
"OBCS-8395","Assistance Gest Stock","11/janv./25 18:44","18"
"OBCS-8396","Assistance Gest Stock","11/janv./25 18:45","2"
"OBCS-8397","Assistance validation","11/janv./25 18:45","5"
"OBCS-8398","Demande d'ajout des nouveaux employés - Etat d'avancement AGRO","11/janv./25 18:49","30"
"OBCS-8399","Assistance Via Google Meet","11/janv./25 18:50","8"
"OBCS-8400","Assistance en ligne - Validation d'absence","11/janv./25 18:51","3"
"OBCS-8401","Requête après utilisation sur sys de validation","11/janv./25 18:52","4"
"OBCS-8402","Relance sur requête","11/janv./25 18:55","3"
"OBCS-8403","Signal bug sur compta","11/janv./25 18:55","2"
"OBCS-8404","Relance requête Finance","11/janv./25 18:58","7"
"OBCS-8405","Accès Workflow entité Archi","11/janv./25 19:09","2"
"OBCS-8406","Assistance Projet & Création de site","11/janv./25 19:11","5"
"OBCS-8407","Suppression Paie Impossible - Enregistrement et suivi bog","11/janv./25 19:13","3"
"OBCS-8408","Signal Nombre de part incorrecte","11/janv./25 19:14","1"
"OBCS-8409","Correction nombre d'enfant pour correction IGR","11/janv./25 19:15","2"
"OBCS-8418","Gestion des droits et accès utilisateurs","13/janv./25 14:13","30"
"OBCS-8430","Création Compte utilisateurs","15/janv./25 11:16","2"
"OBCS-8431","Redéfinition password user","15/janv./25 11:20","2"
"OBCS-8432","Retour après vérification et résolution","15/janv./25 11:21","1"
"OBCS-8433","Demande d'assistance activation compte OBC","15/janv./25 11:21","2"
"OBCS-8434","Demande d'assistance Online - Google Meet","15/janv./25 11:23","3"
"OBCS-8435","Demande d'assistance Online - Google Meet","15/janv./25 11:23","1"
"OBCS-8436","Assistance enregistrement expression de besoin","15/janv./25 11:26","5"
"OBCS-8437","Sys Validation expression de besoin","15/janv./25 11:27","3"
"OBCS-8452","Entretien sur processus vente - Ecritures Comptable","17/janv./25 12:07","7"
"OBCS-8453","Revue Accès RH","17/janv./25 12:08","4"
"OBCS-8454","Planification séance de travail  en pésentiel","17/janv./25 12:09","2"
"OBCS-8455","Mode d'Affichage Grand livre / Balance","17/janv./25 12:12","8"
"OBCS-8458","Revu de processus paie Journalier","17/janv./25 12:14","10"
"OBCS-8459","Suivi client","17/janv./25 12:15","2"
"OBCS-8491","Retour après essaye Rapprochement bancaire","17/janv./25 14:10","2"
"OBCS-8492","Demande de Réponse mail","17/janv./25 14:52","4"
"OBCS-8493","Etat d'avancement Processus agro à implémenter","17/janv./25 14:53","3"
"OBCS-8494","Planification séance de travail paramétrage","17/janv./25 14:57","3"
"OBCS-8495","Planification séance de travail paramétrage","17/janv./25 14:57","2"
"OBCS-8496","Demande d'accès","17/janv./25 15:15","3"
"OBCS-8497","Retour après résolution requête liée aux accès","17/janv./25 15:16","3"
"OBCS-8498","Enregistrement stock initial et revu processus de stock","18/janv./25 02:00","2"
"OBCS-8501","Traitement fichier import et exportation","18/janv./25 02:12","6"
"OBCS-8502","Retour after vérification message d'erreur - Traitement fichier import et exportation","18/janv./25 02:14","3"
"OBCS-8527","Séance de travail online","20/janv./25 08:29","66"
"OBCS-8528","Séance de travail online","20/janv./25 08:30","6"
"OBCS-8536","RH/Gestion des Employés/Contrat Employé : Bien que les grade soient créer il n'apparaissent pas dans le contrat","24/janv./25 08:33","3"
"OBCS-8537","Assistance Création fiche Client / Fournisseur","24/janv./25 08:38","2"
"OBCS-8538","Assistance  - Rajout du type de prestation dans le fichier d'importation","24/janv./25 10:39","30"
"OBCS-8565","Assistance paramétrage","25/janv./25 09:18","10"
"OBCS-8566","Assistance paramétrage","25/janv./25 09:20","1"
"OBCS-8567","Assistance paramétrage","25/janv./25 09:21","1"
"OBCS-8568","Assistance paramétrage","25/janv./25 09:21","1"
"OBCS-8569","Assistance paramétrage","25/janv./25 09:22","11"
"OBCS-8570","Assistance paramétrage","25/janv./25 09:23","1"
"OBCS-8571","Retour sur demande de progression Agro","25/janv./25 09:24","1"
"OBCS-8572","Assistance sur Fichier import Fournisseur / Client","25/janv./25 09:25","4"
"OBCS-8573","Assistance paramétrage","25/janv./25 09:26","3"
"OBCS-8574","Relance  séance de travail","25/janv./25 09:27","1"
"OBCS-8575","Assistance paramétrage catégorie salariale","25/janv./25 09:28","1"
"OBCS-8576","Retour après Vérification","25/janv./25 09:30","2"
"OBCS-8577","Retour après traitement frequête","25/janv./25 09:30","1"
"OBCS-8578","Assistance paramétrage stock","25/janv./25 09:32","2"
"OBCS-8579","Demande d'assistance","25/janv./25 09:52","2"
"OBCS-8580","Demande d'Accès Demande d'Absence","25/janv./25 09:54","4"
"OBCS-8581","Demande d'Accès Demande de sortie de caisse","25/janv./25 09:55","2"
"OBCS-8582","Retour après résolution requête","25/janv./25 09:56","3"
"OBCS-8589","retour sur Requête sur document RH","25/janv./25 13:33","2"
"OBCS-8590","Mise à jour Contrat employé","25/janv./25 13:34","11"
"OBCS-8591","Assistance Enregistrement demande d'absence","25/janv./25 13:35","8"
"OBCS-8592","Correction contrat","25/janv./25 13:36","6"
"OBCS-8594","Retour sur correction contrat","25/janv./25 13:49","3"
"OBCS-8599","MAJ Grade","25/janv./25 14:51","6"
"OBCS-8600","MAJ Grade","25/janv./25 14:52","2"
"OBCS-8601","MAJ Grade","25/janv./25 14:52","4"
"OBCS-8602","Edition OD & demande d'absence","25/janv./25 14:53","5"
"OBCS-8603","Correction donnée contrat employé","25/janv./25 14:54","3"
"OBCS-8604","Demande d'info contrat employé","25/janv./25 14:55","4"
"OBCS-8605","Revue processus workflow","25/janv./25 14:57","3"
"OBCS-8606","Demande d'assistance","25/janv./25 14:59","8"
"OBCS-8607","Assistance et paramétrage calcul salaire","25/janv./25 15:07","51"
"OBCS-8608","Demande d'assistance","25/janv./25 15:09","6"
"OBCS-8663","Assistance et Paramétrage","31/janv./25 11:41","120"
"OBCS-8693","Planification séance de travail","01/févr./25 16:42","2"
"OBCS-8694","Confirmation RDV et assistance","01/févr./25 16:43","2"
"OBCS-8695","Assistance connexion Google meet","01/févr./25 16:44","1"
"OBCS-8696","Assistance connexion Google meet","01/févr./25 16:44","2"
"OBCS-8697","Demande de reconstitution de la paie 2024","01/févr./25 16:49","6"
"OBCS-8698","Demande de reconstitution de la paie 2024","01/févr./25 16:50","6"
"OBCS-8699","Suivi Client - Point et etat compte","01/févr./25 16:51","2"
"OBCS-8700","Demande d'information element Contrat employé","01/févr./25 16:54","3"
"OBCS-8701","Demande d'information élément constitutif Contrat employé","01/févr./25 16:58","4"
"OBCS-8702","Demande d'information élément constitutif Contrat employé","01/févr./25 16:58","5"
"OBCS-8703","Demande d'information élément constitutif Contrat employé","01/févr./25 16:59","10"
"OBCS-8739","Rendez-vous avec l'expert 03/02/25","03/févr./25 09:10","3"
"OBCS-8851","Assistance utilisation OBC","08/févr./25 00:14","1.29"
"OBCS-8852","Assistance Ecriture manuelle","08/févr./25 00:16","2.3"
"OBCS-8853","Demande d'assistance","08/févr./25 00:18","1.2"
"OBCS-8854","Relance rendez-vous online","08/févr./25 00:19","1.11"
"OBCS-8855","Doublon constaté dans l’historique.","08/févr./25 00:22","2.3"
"OBCS-8856","Non Récupération du montant de la  FDFP","08/févr./25 00:23","1"
"OBCS-8857","Retour après suppression de doublon pour confirmation","08/févr./25 00:24","1"
"OBCS-8858","Retour après octroiement des accès fonctionnalités + Année Comptable","08/févr./25 00:35","0.41"
"OBCS-8859","Planification séance de travail - Modification lieu de seéance de travail","08/févr./25 00:39","1.35"
"OBCS-8860","Signale requête du aux restriction des accès après séance de travail avec Consultant","08/févr./25 00:45","0.33"
"OBCS-8861","Relance sur  droit et accès enregistrement de facture","08/févr./25 00:46","0.5"
"OBCS-8862","Echange sur le processus achat et la meilleur option en terme de droit d'enregistrement des factures  achats","08/févr./25 00:48","3"
"OBCS-8863","Demande d'info calcul paie -Paramétrage prime de responsabilité","08/févr./25 00:50","0.56"
"OBCS-8864","Retour sur info calcul paie - Paramétrage prime de responsabilité","08/févr./25 00:52","4.19"
"OBCS-8865","Demande d'info sur date de contrat de certains employés","08/févr./25 00:53","7.45"
"OBCS-8866","Relance connexion Mr AIPKA Pacome","08/févr./25 00:55","5"
"OBCS-8867","Suivi utilisation client","08/févr./25 00:57","1.34"
"OBCS-8868","Recueil d’information achat produit brut","08/févr./25 01:00","8.37"
"OBCS-8869","Relance récupération chèque OD","08/févr./25 01:02","2"
"OBCS-8870","Planification séance de travail","08/févr./25 01:19","1.26"
"OBCS-8871","Revu créneaux H proposé","08/févr./25 01:22","1.36"
"OBCS-8888","Relance sur traitement bug FDFP","11/févr./25 00:05","30"
"OBCS-8889","Relance requête FDFP","11/févr./25 00:06","0.45"
"OBCS-8890","Relance requête FDFP","11/févr./25 00:06","2.14"
"OBCS-8891","Relance requête FDFP","11/févr./25 00:07","5"
"OBCS-8892","Exportation livre de paie","11/févr./25 00:09","5.4"
"OBCS-8893","Echange processus d'integration de la  paie 2024","11/févr./25 00:10","9.44"
"OBCS-8894","Etat d'avancement Paie 2024","11/févr./25 00:11","8.53"
"OBCS-8895","Demande info","11/févr./25 00:12","2.47"
"OBCS-8896","Demande état d'avancement Déclaration paie 2025","11/févr./25 00:14","1.38"
"OBCS-8897","Relance sur droit et accès compte utilisateur","11/févr./25 00:22","60"
"OBCS-8907","Demande d'assistance pour un collaborateur","13/févr./25 11:45","1.45"
"OBCS-8908","Suivi Client - Etat d'avancement utilisation","13/févr./25 11:48","2.21"
"OBCS-8909","Suivi Client - Etat d'avancement utilisation","13/févr./25 11:55","1.45"
"OBCS-8910","L'utilisateur à du mal a se connecter avec son Mot de passe","13/févr./25 12:12","2"
"OBCS-8912","Retour sur traitement en cours","13/févr./25 13:31","1.32"
"OBCS-8977","Revue process paie journalier - Demande d'information traitement requête","09/mars/25 01:26","7.3"
"OBCS-8978","demande d'assistance","09/mars/25 01:28","7.3"
"OBCS-8979","Relance sur point de séance de travail - workflow","09/mars/25 01:30","1"
"OBCS-8980","Relance sur point de séance de travail - workflow","09/mars/25 01:30","1"
"OBCS-8981","Relance sur point de séance de travail - workflow","09/mars/25 01:31","0.17"
"OBCS-8982","Demande revue accès étape de validation workflow","09/mars/25 01:33","1.2"
"OBCS-8983","Assistance et suivi","09/mars/25 01:33","1"
"OBCS-8985","Assistance online","09/mars/25 02:31","2.41"
"OBCS-8986","Assistance et paramétrage","09/mars/25 02:33","1.19"
"OBCS-8987","Assistance paramétrage","09/mars/25 02:33","1.19"
"OBCS-8988","Revu Agro","09/mars/25 02:35","4.1"
"OBCS-8989","Assistance utilisateur","09/mars/25 02:36","3"
"OBCS-8990","Demande d'assistance google Meet","09/mars/25 02:38","0.12"
"OBCS-8991","Assistance Traitement Paie","09/mars/25 02:39","1.4"
"OBCS-8992","demande d'explication sur la Gestion des Opérations de caisse","09/mars/25 02:40","1.36"
"OBCS-8993","Assistance et suivi","09/mars/25 02:43","1.32"
"OBCS-8994","Assistance et suivi","09/mars/25 02:45","2.1"
"OBCS-8995","Assistance et suivi","09/mars/25 02:46","23.52"
"OBCS-8996","Assistance et suivi","09/mars/25 02:46","1.26"
"OBCS-8997","Assistance et suivi","09/mars/25 02:46","2.38"
"OBCS-8998","Assistance et suivi","09/mars/25 02:48","0.17"
"OBCS-8999","Assistance et suivi","09/mars/25 02:49","3.1"
"OBCS-9000","Signal Bog","09/mars/25 02:53","4.32"
"OBCS-9001","Assistance sur opération de caise","09/mars/25 02:53","2.1"
"OBCS-9002","Assistance et suivi requête","09/mars/25 15:29","8.6"
"OBCS-9003","Assistance","09/mars/25 15:30","0.5"
"OBCS-9004","Retour sur traitement et suivi requête","09/mars/25 15:32","0.21"
"OBCS-9005","Assistance","09/mars/25 15:32","0.19"
"OBCS-9006","Assistance","09/mars/25 15:33","0.16"
"OBCS-9007","Assistance","09/mars/25 15:34","0.16"
"OBCS-9008","Assistance","09/mars/25 15:35","1.18"
"OBCS-9009","Assistance","09/mars/25 15:36","4.44"
"OBCS-9010","Assistance","09/mars/25 15:37","1.2"
"OBCS-9011","Relance requête lié au documents RH","09/mars/25 15:38","0.24"
"OBCS-9012","Demande d'assistance","09/mars/25 15:39","10.44"
"OBCS-9013","Demande d""Assistance","09/mars/25 15:40","0.13"
"OBCS-9014","Assistance","09/mars/25 15:41","6.4"
"OBCS-9015","Demande Assistance","09/mars/25 15:42","2.5"
"OBCS-9016","Assistance et suivi","09/mars/25 15:43","0.37"
"OBCS-9017","Assistance et suivi","09/mars/25 15:43","0.54"
"OBCS-9018","Assistance","09/mars/25 15:44","0.29"
"OBCS-9019","Assistance","09/mars/25 15:44","3.58"
"OBCS-9020","Assistance","09/mars/25 15:45","0.4"
"OBCS-9021","Relance traitement de bug RH / Finance","09/mars/25 15:46","1.28"
"OBCS-9022","Relance traitement de bug RH / Finance","09/mars/25 15:46","2.25"
"OBCS-9023","Relance traitement de bug RH / Finance","09/mars/25 15:47","10"
"OBCS-9024","Rectification nombre de jour travaillé et congés du","09/mars/25 15:48","1.1"
"OBCS-9025","Assistance traitement ou correction données RAN","09/mars/25 15:51","30"
"OBCS-9026","Assistance paie Et correction valeur congés du","09/mars/25 15:53","3.6"
"OBCS-9027","retour traitement bug","09/mars/25 15:54","1.8"
"OBCS-9028","Assistance","09/mars/25 15:54","4.12"
"OBCS-9029","Demande d'explication calcul salaire employé","09/mars/25 16:05","3.58"
"OBCS-9030","Demande d'explication calcul salaire employé","09/mars/25 16:08","4.9"
"OBCS-9031","Demande d'information Intégration employé pour paie 2024","09/mars/25 16:09","8.46"
"OBCS-9032","Suivi enregistrement données RH","09/mars/25 16:11","1.7"
"OBCS-9033","Retour information employé Contrat et fichier personnel","09/mars/25 16:12","2.4"
"OBCS-9034","Assistance","09/mars/25 16:13","4.31"
"OBCS-9035","Rectification Nombre de congé du","09/mars/25 16:15","0.55"
"OBCS-9036","Relance requête lié au documents RH","09/mars/25 16:16","0.55"
"OBCS-9037","Rectification Nombre de congé du","09/mars/25 16:16","1.18"
"OBCS-9038","Relance requête lié au documents RH","09/mars/25 16:18","0.58"
"OBCS-9039","Retour après traitement requête ancienneté bulletin","09/mars/25 16:20","1.16"
"OBCS-9040","Demande d'information pour résolution bug","09/mars/25 16:21","2.37"
"OBCS-9041","Demande d'explication calcul salaire employé","09/mars/25 16:22","1.12"
"OBCS-9066","Assistance","14/mars/25 16:03","4.3"
"OBCS-9067","Assistance paramétrage","14/mars/25 16:04","0.36"
"OBCS-9068","Assistance paramétrage","14/mars/25 16:05","1.28"
"OBCS-9069","Assistance paramétrage","14/mars/25 16:07","3.55"
"OBCS-9070","Demande de rendez-vous","14/mars/25 16:12","8.13"
"OBCS-9087","Demande de retrait de matricule pour facilité les importation et enregistrement","14/mars/25 17:33","5.12"
"OBCS-9088","Demande d'information concernant fichier import achat agro","15/mars/25 09:07","1"
"OBCS-9089","Assistance Opération Agro","15/mars/25 09:08","2.5"
"OBCS-9090","Assistance Opération Agro","15/mars/25 09:09","0.27"
"OBCS-9091","Assistance Opération Agro","15/mars/25 09:09","4.1"
"OBCS-9092","Demande de renvoie accès de connexion","15/mars/25 09:13","5.53"
"OBCS-9093","Retour Assistance","15/mars/25 09:18","1.29"
"OBCS-9094","Retour prise en compte requête","15/mars/25 09:19","1"
"OBCS-9095","Assistance","15/mars/25 09:19","2.38"
"OBCS-9096","Relance traitement bug lié au RAN","15/mars/25 09:25","2.55"
"OBCS-9097","Retour Traitement RAN","15/mars/25 09:26","9.13"
"OBCS-9098","Assistance manipulation RAN","15/mars/25 09:26","5.5"
"OBCS-9099","Assistance manipulation RAN","15/mars/25 09:30","1.2"
"OBCS-9100","Correction écriture comptable","15/mars/25 09:31","1.27"
"OBCS-9101","Demande de correction valeur ancienneté","15/mars/25 09:34","2.44"
"OBCS-9102","Echange sur la possibilité de calculer les salaires de 2024","15/mars/25 09:35","4.54"
"OBCS-9103","Demande d'impression de bulletin janv / Fev","15/mars/25 09:36","1.14"
"OBCS-9104","Correction données paie 2025","15/mars/25 09:36","2.3"
"OBCS-9105","Gestion paie 2024","15/mars/25 09:37","6.21"
"OBCS-9107","Etat d'avancement calcul pair 2024","15/mars/25 09:44","4.24"
"OBCS-9108","Etat d'avancement calcul pair 2024","15/mars/25 09:45","3.15"
"OBCS-9109","Planification séance de travail - Production","15/mars/25 09:47","0.46"
"OBCS-9110","Planification séance de travail - Production","15/mars/25 09:48","0.49"
"OBCS-9111","Confirmation disponibilité Pour Séance de Travail - Production","15/mars/25 09:49","1.49"
"OBCS-9112","Relance traitement bog lié aux interco","15/mars/25 09:53","1.29"
"OBCS-9113","Relance traitement bog lié aux interco","15/mars/25 10:00","3"
"OBCS-9114","Support, suivi client - Etat d'avancement relance planification de formation equipes","15/mars/25 10:05","2.24"
"OBCS-9115","Demande de disponibilité pour ass","15/mars/25 10:07","0.27"
"OBCS-9116","Planification séance de travail et résumé état utilisation compte client","15/mars/25 10:09","20.2"
"OBCS-9117","Ancienneté incorrecte","15/mars/25 10:11","2.2"
"OBCS-9151","Assistance correction écritures comptable","17/mars/25 09:25","0.53"
"OBCS-9152","Assistance correction écritures comptable","17/mars/25 09:26","0.53"
"OBCS-9153","Relance disponibilité Pour séance de travail","17/mars/25 11:52","0.45"
"OBCS-9211","Correction Valeur prime d'ancienneté","20/mars/25 16:56","1.11"
"OBCS-9212","Demande d'information sur les employés concerné","20/mars/25 16:58","1.59"
"OBCS-9213","Demande d'information sur bug signalé - Aucune écriture de paie ne se déversent après Rgt","20/mars/25 17:04","7"
"OBCS-9214","Assistance","20/mars/25 17:05","0.34"
"OBCS-9215","Assistance --","20/mars/25 17:05","1.19"
"OBCS-9241","Assistance - Document comptable","21/mars/25 18:50","1.59"
"OBCS-9243","Suivi compte - Relance séance de travail sur les opérations comptable","21/mars/25 18:51","10.3"
"OBCS-9251","Assistance","21/mars/25 18:58","1.1"
"OBCS-9256","Retour d'appel - Relance requête Finance","21/mars/25 19:00","1.42"
"OBCS-9264","Point recap dev Agro","21/mars/25 19:07","1.53"
"OBCS-9290","Demande revue accès OBC","21/mars/25 19:37","0.52"
"OBCS-9291","Retour Demande revue accès OBC","21/mars/25 19:38","0.3"
"OBCS-9292","Demande de vérification - Revue Accès","21/mars/25 19:39","1.33"
"OBCS-9293","Demande de vérification - Revue Accès","21/mars/25 19:39","2.38"
"OBCS-9294","Demande de vérification - Revue Accès","21/mars/25 19:40","2.15"
"OBCS-9295","Assistance connexion","21/mars/25 19:47","0.16"
"OBCS-9296","Retour traitement revue accès","21/mars/25 19:48","0.25"
"OBCS-9297","Assistance","21/mars/25 19:49","0.25"
"OBCS-9298","Enregistrement contrat employé","21/mars/25 19:52","1.53"
"OBCS-9299","Vérification renseignement formulaire et retour","21/mars/25 19:53","5.53"
"OBCS-9300","Relance sur bug lié au Matricule / Enregistrement fichier du personnel","21/mars/25 19:54","5.1"
"OBCS-9301","Assistance","21/mars/25 19:56","2.2"
"OBCS-9302","Demande d'édition de bulletin","21/mars/25 19:58","2.37"
"OBCS-9359","Planification séance de travail","31/mars/25 17:48","3.8"
"OBCS-9360","Planification séance de travail","31/mars/25 17:49","3.43"
"OBCS-9361","Assistance","31/mars/25 17:56","1.42"
"OBCS-9362","Correction écriture comptable","31/mars/25 17:58","0.27"
